iter	Logloss
160	0.5394455594
161	0.5393064657
162	0.5391130692
163	0.538992436
164	0.5388722615
165	0.5387229772
166	0.5385944587
167	0.5384600715
168	0.538340625
169	0.5382126259
170	0.5381045363
171	0.5379584565
172	0.5378399044
173	0.5376368379
174	0.5375171056
175	0.5373993331
176	0.5372771826
177	0.537096727
178	0.5369452089
179	0.5368299572
180	0.5366857311
181	0.5365572874
182	0.5364331681
183	0.5363211461
184	0.5362218689
185	0.5360821084
186	0.5359453972
187	0.5358454145
188	0.5357354932
189	0.535624662
190	0.5355214232
191	0.5353860258
192	0.535258002
193	0.5351215235
194	0.5350158027
195	0.5349051935
196	0.5348009649
197	0.5346776927
198	0.5345548394
199	0.5344125416
200	0.5342978845
201	0.5340638877
202	0.5339489674
203	0.5337190874
204	0.5335452282
205	0.5334312524
206	0.533302852
207	0.5331743575
208	0.533071891
209	0.5329144554
210	0.5327917929
211	0.5327100442
212	0.532609478
213	0.5325056926
214	0.5323945896
215	0.5322853133
216	0.5321932167
217	0.5320906731
218	0.5319893731
219	0.5318941623
220	0.5318016293
221	0.5316967659
222	0.5315867463
223	0.5314722943
224	0.5313785863
225	0.53128479
226	0.53117779
227	0.5310734471
228	0.5309451276
229	0.5308415763
230	0.5307529038
231	0.5306342406
232	0.5305332239
233	0.5304472713
234	0.530330387
235	0.530234242
236	0.5301553374
237	0.5300580086
238	0.5299548764
239	0.5298713713
240	0.5297625364
241	0.529637297
242	0.5295510754
243	0.529459952
244	0.5293570134
245	0.5292792444
246	0.529196701
247	0.5291089924
248	0.5290207769
249	0.5289175004
250	0.5288197343
251	0.5287079184
252	0.5285675286
253	0.5284754298
254	0.5283827714
255	0.5282730641
256	0.5280850448
257	0.5279815858
258	0.5279033946
259	0.527815775
260	0.5277417891
261	0.5276507047
262	0.527552955
263	0.5274679113
264	0.5272377971
265	0.5271554598
266	0.5270505556
267	0.5269544987
268	0.5268611817
269	0.5267662977
270	0.526681956
271	0.5266005331
272	0.5265111007
273	0.5264133608
274	0.5263192126
275	0.5262382364
276	0.5261567683
277	0.5260771141
278	0.5260099566
279	0.5259107747
280	0.5257913638
281	0.5257199229
282	0.5256459694
283	0.5255663477
284	0.5254549458
285	0.525374561
286	0.5252927951
287	0.5252207555
288	0.5251369655
289	0.5250483982
290	0.5249869484
291	0.5248961912
292	0.5248170954
293	0.524750401
294	0.5246401185
295	0.5245778099
296	0.5244940059
297	0.5244160138
298	0.524358182
299	0.5242603252
300	0.5241863029
301	0.5241178913
302	0.5240203909
303	0.5239258009
304	0.523833015
305	0.5237402529
306	0.5236556689
307	0.5235826102
308	0.5234901915
309	0.5233992629
310	0.5233260041
311	0.5232335557
312	0.5231493971
313	0.5230729225
314	0.5229806567
315	0.5229067181
316	0.5228315034
317	0.522762058
318	0.5226956412
319	0.5226240335
320	0.5225484261
321	0.5224780027
322	0.5223852454
323	0.5223117478
324	0.5222302398
325	0.5221583633
326	0.5220782844
327	0.5219887008
328	0.5219128524
329	0.5218346917
330	0.5217525474
331	0.5216788797
332	0.5215997131
333	0.5215246669
334	0.5214484095
335	0.5213689832
336	0.521305871
337	0.5212098847
338	0.521109996
339	0.5210354705
340	0.5209486082
341	0.5208721222
342	0.5208018967
343	0.5207335685
344	0.5206710614
345	0.520599169
346	0.5205262394
347	0.5204492492
348	0.5203760828
349	0.5202904422
350	0.5202267932
351	0.5201497943
352	0.5200822757
353	0.5200103051
354	0.5199424952
355	0.5198771971
356	0.5198091464
357	0.519714432
358	0.5196486116
359	0.5195752673
360	0.5194996748
361	0.5194171049
362	0.519329744
363	0.5192369425
364	0.5191668511
365	0.5190924404
366	0.5190041847
367	0.5189373949
368	0.5188643326
369	0.5188004996
370	0.5187220552
371	0.5186296528
372	0.5185212082
373	0.5184512823
374	0.5183764458
375	0.5182935673
376	0.5182238269
377	0.518134368
378	0.5180654679
379	0.5179825973
380	0.517917347
381	0.5178415898
382	0.5177856652
383	0.5177164927
384	0.5176479384
385	0.5175739245
386	0.5175101642
387	0.517436056
388	0.5173713333
389	0.5173060436
390	0.5172504119
391	0.5171832473
392	0.5171124763
393	0.5170544744
394	0.5169814578
395	0.5169060671
396	0.516831751
397	0.5167599385
398	0.5166877939
399	0.5165684948
400	0.5164912232
401	0.5164096045
402	0.5163362575
403	0.5162699647
404	0.5162027969
405	0.5161243499
406	0.5160652685
407	0.5159952295
408	0.5159321897
409	0.5158800479
410	0.5158149534
411	0.5157451035
412	0.5156720008
413	0.5156064083
414	0.5155424629
415	0.5154867725
416	0.5154283094
417	0.5153549303
418	0.5152902397
419	0.5152303602
420	0.5151578162
421	0.515085544
422	0.5150116628
423	0.514944873
424	0.5148723834
425	0.5148008585
426	0.5147168919
427	0.5146563598
428	0.5145781832
429	0.5144735678
430	0.5143923362
431	0.5143284743
432	0.5142579738
433	0.5141963117
434	0.5141379892
435	0.5140687449
436	0.5140137437
437	0.5139414536
438	0.513860224
439	0.5137979572
440	0.513728108
441	0.5136514646
442	0.5135836833
443	0.5135154081
444	0.5134364871
445	0.5133688197
446	0.5133028412
447	0.5132203228
448	0.5131593662
449	0.5130998524
450	0.5130260418
451	0.5129634726
452	0.512895335
453	0.5128270013
454	0.5127727546
455	0.5127047949
456	0.5126310367
457	0.5125309861
458	0.512456745
459	0.5123918454
460	0.5123278998
461	0.5122733084
462	0.5121869877
463	0.5121235255
464	0.5120624006
465	0.511998536
466	0.5119298404
467	0.5118660321
468	0.511810364
469	0.5117446532
470	0.5116817212
471	0.5116286698
472	0.5115656659
473	0.5115090663
474	0.5114385086
475	0.5113756592
476	0.5113167188
477	0.5112428115
478	0.5111971364
479	0.5111626759
480	0.5110959565
481	0.5110347475
482	0.5109644615
483	0.5108998914
484	0.510824251
485	0.5107233472
486	0.5106547566
487	0.5105916311
488	0.5105254016
489	0.5104613882
490	0.5104089411
491	0.5103352252
492	0.5102829614
493	0.5102192419
494	0.5101554338
495	0.5101000754
496	0.5100300915
497	0.5099594156
498	0.5098852919
499	0.5098204293
500	0.5097587954
501	0.5097056426
502	0.5096384487
503	0.5095744648
504	0.5095063231
505	0.5094136923
506	0.5093559437
507	0.5093061968
508	0.5092508461
509	0.5091938839
510	0.5091184298
511	0.5090411777
512	0.5089812152
513	0.5089077497
514	0.5088366596
515	0.5087787183
516	0.5087176087
517	0.5086462607
518	0.5085973564
519	0.5085369702
520	0.5084853784
521	0.5084177798
522	0.5083571931
523	0.5082971864
524	0.5082310655
525	0.5081658352
526	0.5081115806
527	0.5080436394
528	0.5079777561
529	0.5079061484
530	0.5078529218
531	0.5077851007
532	0.5077250737
533	0.5076543283
534	0.5076041033
535	0.5075404462
536	0.5074783361
537	0.5074197207
538	0.5073521365
539	0.5072401333
540	0.5071875609
541	0.5071226548
542	0.5070593051
543	0.5069974605
544	0.5069289903
545	0.5068756476
546	0.5068103122
547	0.5067367487
548	0.5066737696
549	0.5066179285
550	0.5065608767
551	0.5064945482
552	0.506434096
553	0.5063633207
554	0.5063025638
555	0.5062371522
556	0.5061765505
557	0.5061190761
558	0.5060526106
559	0.5059919129
560	0.5059337713
561	0.5058534649
562	0.5057860389
563	0.5057163586
564	0.5056539707
565	0.5055791454
566	0.5055129514
567	0.5054560236
568	0.5053921987
569	0.5053361678
570	0.5052740835
571	0.5052184083
572	0.5051551921
573	0.5050946504
574	0.5050279789
575	0.5049683093
576	0.5049060598
577	0.5048494645
578	0.5047819005
579	0.5047207614
580	0.5046556423
581	0.5045906614
582	0.5045230661
583	0.5044568369
584	0.5044054835
585	0.5043285575
586	0.5042677893
587	0.5041962243
588	0.5041286726
589	0.5040653195
590	0.5040087766
591	0.5039442803
592	0.5038713868
593	0.5038091609
594	0.5037527434
595	0.5036786832
596	0.5036226671
597	0.5035556219
598	0.5035007545
599	0.503457567
600	0.5033921686
601	0.5033321234
602	0.5032634709
603	0.5032057832
604	0.5031488791
605	0.5030851063
606	0.5030371135
607	0.5029920591
608	0.5029281776
609	0.5028718047
610	0.5028074443
611	0.5027407648
612	0.5026782556
613	0.5026144939
614	0.5025569911
615	0.5024637967
616	0.5024055911
617	0.502356669
618	0.5022936729
619	0.5022369507
620	0.5021842909
621	0.50212073
622	0.5020547604
623	0.5019930215
624	0.5019297601
625	0.5018786366
626	0.5018159011
627	0.501763154
628	0.5017039925
629	0.5016347726
630	0.5015810013
631	0.5015379571
632	0.5015009411
633	0.5014466701
634	0.5013891918
635	0.5013337455
636	0.5012739208
637	0.5012125847
638	0.5011536355
639	0.5010950042
640	0.5010354964
641	0.5009796276
642	0.5009211154
643	0.500871341
644	0.5008213354
645	0.5007677561
646	0.5007170115
647	0.50066303
648	0.5006065951
649	0.5005455306
650	0.5005101223
651	0.5004549117
652	0.5003934097
653	0.5003431247
654	0.5002775131
655	0.5002180505
656	0.500157734
657	0.5000994303
658	0.5000439853
659	0.4999996351
660	0.4999558424
661	0.4999049727
662	0.4998470356
663	0.4997839721
664	0.4997417061
665	0.4996890483
666	0.4996116014
667	0.4995417097
668	0.4994844724
669	0.4994219273
670	0.4993607068
671	0.4993061711
672	0.4992687007
673	0.4992055768
674	0.4991467235
675	0.4990911082
676	0.4990246391
677	0.4989667709
678	0.4989116309
679	0.4988591475
680	0.4988132377
681	0.4987422718
682	0.4986763451
683	0.498604694
684	0.4985446372
685	0.4984906185
686	0.4984318424
687	0.4983920069
688	0.4983325145
689	0.4982780381
690	0.4982197952
691	0.4981489181
692	0.4980848542
693	0.4980209814
694	0.4979662619
695	0.4979217424
696	0.4978664753
697	0.4978260053
698	0.4977529649
699	0.4977054713
700	0.4976625534
701	0.4975911906
702	0.4975477777
703	0.4975036607
704	0.4974491115
705	0.4973893814
706	0.4973272435
707	0.497266872
708	0.4972402915
709	0.4971892232
710	0.4971322357
711	0.4970888762
712	0.4970276533
713	0.4969632202
714	0.4969100427
715	0.4968700309
716	0.4968168707
717	0.4967631697
718	0.4967065733
719	0.496663128
720	0.4966039017
721	0.4965451495
722	0.496490054
723	0.496452538
724	0.4963856935
725	0.4963300521
726	0.4962699001
727	0.4962142618
728	0.496166206
729	0.4961070144
730	0.4960413225
731	0.49598653
732	0.4959450614
733	0.4958835391
734	0.4958266106
735	0.4957601581
736	0.4957084337
737	0.4956561437
738	0.4955964572
739	0.495536077
740	0.4954743271
741	0.4954140922
742	0.495356594
743	0.495305518
744	0.4952578937
745	0.4952104701
746	0.4951674118
747	0.4951117632
748	0.4950511513
749	0.4950026608
750	0.4949638233
751	0.4949096706
752	0.4948511836
753	0.4947924951
754	0.4947461594
755	0.4946856192
756	0.4946333116
757	0.4945775016
758	0.4945188168
759	0.4944564151
760	0.4944019542
761	0.4943462062
762	0.4942866849
763	0.494227781
764	0.4941729433
765	0.4941182446
766	0.4940570018
767	0.4939968103
768	0.4939439433
769	0.4938787325
770	0.4938355292
771	0.4937769233
772	0.4937240478
773	0.4936924704
774	0.4936555543
775	0.4936004473
776	0.4935608143
777	0.4934998349
778	0.4934488093
779	0.4933970215
780	0.4933397878
781	0.4932844198
782	0.4932329324
783	0.4931802494
784	0.4931265126
785	0.4930795143
786	0.4930400998
787	0.4929781823
788	0.4929171573
789	0.4928618862
790	0.492818424
791	0.4927450593
792	0.4926772113
793	0.4926537426
794	0.4926044918
795	0.4925450104
796	0.4924831409
797	0.4924219529
798	0.4923556925
799	0.4923152985
800	0.492249428
801	0.4921903661
802	0.49214139
803	0.4920742191
804	0.4920250387
805	0.4919625944
806	0.4918995235
807	0.4918525179
808	0.4917990758
809	0.4917364789
810	0.49167428
811	0.4916255969
812	0.4915898177
813	0.4915373212
814	0.4914914463
815	0.4914285958
816	0.4913801764
817	0.4913190191
818	0.4912579423
819	0.4912026443
820	0.4911403261
821	0.491080596
822	0.4910158794
823	0.4909508046
824	0.4908901398
825	0.4908479652
826	0.4907889066
827	0.4907300575
828	0.4906751512
829	0.490615516
830	0.4905480749
831	0.490483293
832	0.4904274181
833	0.4903844242
834	0.4903212681
835	0.4902607972
836	0.4902254255
837	0.4901748289
838	0.4901340223
839	0.4900821087
840	0.4900187091
841	0.4899613117
842	0.4899028741
843	0.4898584497
844	0.4898124757
845	0.4897499919
846	0.4896980548
847	0.4896381811
848	0.4896009399
849	0.4895448137
850	0.4894991474
851	0.4894486824
852	0.4893997531
853	0.4893545698
854	0.4893037274
855	0.4892536328
856	0.4891978857
857	0.4891435446
858	0.4890967477
859	0.4890609231
860	0.4890121644
861	0.4889673904
862	0.4889143625
863	0.4888562632
864	0.4888090332
865	0.4887478349
866	0.4886876056
867	0.4886202605
868	0.4885833624
869	0.4885274778
870	0.4884799825
871	0.4884244226
872	0.4883664333
873	0.4883321351
874	0.4882839809
875	0.4882275756
876	0.4881733997
877	0.488123728
878	0.4880671214
879	0.4880265404
880	0.4879693326
881	0.4879113016
882	0.4878513469
883	0.487794073
884	0.4877423233
885	0.4876921595
886	0.4876375198
887	0.4875886033
888	0.4875486476
889	0.4875025469
890	0.4874469458
891	0.4873976708
892	0.487341603
893	0.4872987474
894	0.4872431223
895	0.4871999762
896	0.4871578558
897	0.4871042541
898	0.4870545947
899	0.4870100256
900	0.486950001
901	0.4868966832
902	0.4868388837
903	0.4867861908
904	0.4867363116
905	0.486688781
906	0.4866270181
907	0.4865684173
908	0.4865204601
909	0.4864604494
910	0.4864077292
911	0.4863623103
912	0.4863053006
913	0.4862435407
914	0.4861867241
915	0.4861428151
916	0.4860926334
917	0.4860403443
918	0.4859938476
919	0.4859495301
920	0.4859027891
921	0.4858455005
922	0.4857884856
923	0.485727847
924	0.4856865722
925	0.485638538
926	0.4855847004
927	0.4855337513
928	0.4854777756
929	0.4854133988
930	0.4853703241
931	0.4853221657
932	0.4852717024
933	0.4852132466
934	0.4851669685
935	0.4851309202
936	0.4850787192
937	0.4850327932
938	0.484975691
939	0.4849251697
940	0.4848829247
941	0.4848329288
942	0.4847735574
943	0.4847165091
944	0.4846678177
945	0.4846322215
946	0.4845862267
947	0.4845342302
948	0.4845035025
949	0.4844522981
950	0.484407214
951	0.4843614119
952	0.4843101795
953	0.4842499939
954	0.4841952032
955	0.4841366012
956	0.4840800543
957	0.4840273713
958	0.4839764863
959	0.4839209105
960	0.4838629433
961	0.4838016692
962	0.4837482067
963	0.4837104856
964	0.4836566599
965	0.4835997852
966	0.4835666144
967	0.4835096474
968	0.4834636191
969	0.4834108591
970	0.4833463158
971	0.4832947195
972	0.4832343558
973	0.4831752807
974	0.4831254881
975	0.4830770543
976	0.4830409905
977	0.4829879658
978	0.4829435449
979	0.4828898306
980	0.4828472646
981	0.4827946179
982	0.4827351697
983	0.4826901618
984	0.4826429998
985	0.4825825082
986	0.4825217339
987	0.4824660283
988	0.482414144
989	0.482358014
990	0.4823175503
991	0.4822620341
992	0.4821946086
993	0.4821414254
994	0.4820917408
995	0.4820287781
996	0.4819735176
997	0.4819232627
998	0.4818656117
999	0.4818417624
